dataset,action,recording,item,kind,reason
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C235,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C236,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C237,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C238,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C239,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C240,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C241,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C242,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C243,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C244,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C245,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C246,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C247,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C248,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C249,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C250,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C251,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C252,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C253,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C254,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C255,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,C256,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC1,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC2,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC3,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC4,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC5,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC6,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC7,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC8,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC9,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC10,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC11,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC12,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC13,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC14,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC15,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,DC16,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,TRIG,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,OSAT,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,PR,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,Pleth,channel,UNKNOWN_CHANNEL_METADATA_OR_UNIT;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-0:welcome,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-1:instructions1,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-2:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-3:instructions3,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-4:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-5:catalan-m01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-22:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-23:catalan-f01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-27:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-28:catalan-m02,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-36:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-37:catalan-f02,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-46:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-47:catalan-m03,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-61:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
ds004703,EXCLUDE,sub-SD022_ses-01_task-PassiveListen,trial-62:catalan-f03,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
ds004703,EXCLUDE_EXECUTION_AND_DATA_USE,,stimuli/Passive-Listening_iEEG_v3.pyc,legacy_bytecode,Opaque bytes read only; no marshal/unpickle/import/execution; not evidence of runtime compatibility
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/beh/sub-019_ses-shortstories01_task-audiogram_beh.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/beh/sub-019_ses-shortstories01_task-listeningActive_run-01_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-01_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-01_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-01_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/beh/sub-019_ses-shortstories01_task-listeningActive_run-02_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-02_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-02_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-02_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/beh/sub-019_ses-shortstories01_task-listeningActive_run-03_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-03_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-03_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-03_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-04_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-04_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-04_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-05_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-05_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-05_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-06_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-06_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-06_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-07_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-07_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-07_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-08_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-08_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-08_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-09_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-09_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-09_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-10_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-10_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-listeningActive_run-10_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-restingState_run-01_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-restingState_run-01_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-restingState_run-01_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-restingState_run-02_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-restingState_run-02_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-019/ses-shortstories01/eeg/sub-019_ses-shortstories01_task-restingState_run-02_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/beh/sub-020_ses-shortstories01_task-audiogram_beh.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/beh/sub-020_ses-shortstories01_task-listeningActive_run-01_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-01_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-01_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-01_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/beh/sub-020_ses-shortstories01_task-listeningActive_run-02_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-02_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-02_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-02_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/beh/sub-020_ses-shortstories01_task-listeningActive_run-03_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-03_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-03_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-03_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-04_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-04_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-04_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-05_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-05_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-05_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-06_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-06_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-06_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-07_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-07_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-07_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-08_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-08_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-listeningActive_run-08_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-restingState_run-01_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-restingState_run-01_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-020/ses-shortstories01/eeg/sub-020_ses-shortstories01_task-restingState_run-01_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/beh/sub-021_ses-shortstories01_task-audiogram_beh.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/beh/sub-021_ses-shortstories01_task-listeningActive_run-01_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-01_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-01_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-01_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/beh/sub-021_ses-shortstories01_task-listeningActive_run-02_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-02_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-02_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-02_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/beh/sub-021_ses-shortstories01_task-listeningActive_run-03_beh.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-03_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-03_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-03_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-04_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-04_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-04_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-05_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-05_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-05_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-06_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-06_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-06_stimulation.tsv,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-07_eeg.apr,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-07_eeg.bdf.gz,access,OFFICIAL_RESTRICTED
SparrKULee,NOT_REQUESTED,,sub-021/ses-shortstories01/eeg/sub-021_ses-shortstories01_task-listeningActive_run-07_stimulation.tsv,access,OFFICIAL_RESTRICTED
